icao,lat,lon,type,size,name,city,state,country
17TX,32.4487,-98.255,civil,975,Kimzey,Stephenville,Texas,United States
17U,40.2637,-112.021,civil,1524,Garn,Eagle Mountain,Utah,United States
17V,40.625,-102.603,civil,1679,Haxtun Mun,Haxtun,Colorado,United States
17WI,43.0361,-88.8932,civil,762,Ha-Rail,Lake Mills,Wisconsin,United States
17XS,29.2652,-103.765,civil,1433,Lajitas,Lajitas,Texas,United States
17Y,46.6188,-93.3098,civil,1036,Iverson,McGregor,Minnesota,United States
17Z,58.989,-159.05,civil,835,Manokotak,Manokotak,Alaska,United States
18A,34.3401,-83.1335,civil,1067,Franklin Co,Canon,Georgia,United States
18AZ,33.8181,-111.898,civil,1230,Sky Ranch At Carefree,Carefree,Arizona,United States
18CL,39.286,-121.694,civil,792,Bowles,Live Oak,California,United States
18FA,27.1028,-80.2934,civil,634,Tropical Plantation,Palm City,Florida,United States
18FD,30.8541,-86.6672,civil,895,Sky Ranch,Baker,Florida,United States
18GA,33.6932,-83.6577,civil,792,Sleepy Hollow,Social Circle,Georgia,United States
18I,36.6959,-84.3916,civil,914,McCreary Co,Pine Knot,Kentucky,United States
18II,40.12,-86.0683,civil,792,McGill,Cicero,Indiana,United States
18IN,39.2784,-87.4136,civil,1554,Kester Fly Inn,Farmersburg,Indiana,United States
18K,37.3842,-100.186,civil,704,Fowler,Fowler,Kansas,United States
18KS,37.3709,-97.1073,civil,762,Cherokee Strip,Udall,Kansas,United States
18LL,38.5597,-89.3419,civil,549,Rakers,Carlyle,Illinois,United States
18MN,46.2372,-94.5931,civil,792,Hines Farm,Motley,Minnesota,United States
18MO,36.9626,-93.1707,civil,792,Gimlin,Ozark,Missouri,United States
18NC,35.889,-81.6137,civil,229,Lanni Field,Lenoir,North Carolina,United States
18NE,40.5139,-97.6106,civil,1128,Doc's,Geneva,Nebraska,United States
18NY,42.0165,-74.049,civil,610,Strip In The Woods,Woodstock,New York,United States
18OH,41.2562,-82.1438,civil,792,Jer-Mar Airpark,Lagrange,Ohio,United States
18OI,41.423,-82.9826,civil,768,Boggy Bottoms,Vickery,Ohio,United States
18OR,44.2732,-120.795,civil,518,Tailwheel,Prineville,Oregon,United States
18PA,40.3001,-75.0829,civil,488,Slack,Forest Grove,Pennsylvania,United States
18PN,40.0654,-77.6928,civil,500,Spud View,Upper Strasburg,Pennsylvania,United States
18SC,34.274,-81.7734,civil,610,Connelly Fld,Silverstreet,South Carolina,United States
18TA,30.1363,-99.7437,civil,1372,West Kerr Ranch,Karnes City,Texas,United States
18TE,32.5852,-95.0639,civil,1552,Alert Field,Big Sandy,Texas,United States
18TX,32.9525,-96.2281,civil,1067,Flying 't' Ranch,Caddo Mills,Texas,United States
18V,40.1,-104.701,civil,2012,Platte Valley,Hudson,Colorado,United States
18XS,33.8001,-101.034,civil,732,Gardner Farm,McAdoo,Texas,United States
18Y,45.7725,-93.6322,civil,884,Milaca Mun,Milaca,Minnesota,United States
19A,34.174,-83.5607,civil,2012,Jackson Co,Jefferson,Georgia,United States
19AK,59.969,-141.662,civil,1045,Icy Bay,Icy Bay,Alaska,United States
19AR,35.1567,-92.2242,civil,518,Naylor Field,Naylor,Arkansas,United States
19AZ,34.605,-111.865,civil,1006,Montezuma,Camp Verde,Arizona,United States
19CL,34.7122,-117.351,civil,1158,Palisades Ranch,Helendale,California,United States
19GA,33.4237,-84.4999,civil,914,Willow Pond Aviation Inc,Fayetteville,Georgia,United States
19IL,41.5134,-89.2295,civil,579,Keutzer,La Moille,Illinois,United States
19IN,40.1945,-86.5231,civil,366,Clark,Frankfort,Indiana,United States
19IS,38.2959,-88.557,civil,789,Skillet Fork Farm,Wayne City,Illinois,United States
19K,38.7667,-94.5877,civil,1375,Villnave,Belton,Missouri,United States
19KY,38.7065,-84.5999,civil,610,Conrads,Dry Ridge,Kentucky,United States
19LL,41.257,-87.9195,civil,591,Neiner,Manteno,Illinois,United States
19M,33.1255,-90.0256,civil,977,Moore,Lexington,Mississippi,United States
19MN,45.2902,-92.9544,water,999,Waldref,Forest Lake,Minnesota,United States
19N,39.7784,-74.9478,civil,945,Camden Co,Berlin,New Jersey,United States
19NC,36.0649,-77.923,civil,732,Double S,Red Oak,North Carolina,United States
19ND,47.7333,-98.4887,civil,792,Breckheimer,Tolna,North Dakota,United States
19NY,42.4062,-77.9608,civil,762,Four Seasons,Reading,New York,United States
19OH,41.1731,-82.0593,civil,549,Harris Corn Field,Litchfield,Ohio,United States
19OK,35.7284,-95.9772,civil,1204,Gerhart,Okmulgee,Oklahoma,United States
19OR,45.1096,-121.224,civil,762,Nelson Ranch,Maupin,Oregon,United States
19P,56.3288,-133.61,water,999,Port Protection,Port Protection,Alaska,United States
19PA,41.117,-76.5208,civil,152,Lake,Millville,Pennsylvania,United States
19SC,34.3501,-81.7832,civil,518,Sexton,Newberry,South Carolina,United States
19T,38.1334,-92.7335,water,999,Tan Tar A Resort,Osage Beach,Missouri,United States
19TA,32.8223,-96.4169,civil,945,Lagrone Ranch,McClendon-Chisholm,Texas,United States
19TE,30.3169,-95.3335,civil,884,Cut And Shoot,Conroe,Texas,United States
19TX,31.2382,-97.5142,civil,975,Woody McClellan Ranch,Temple,Texas,United States
19VA,36.8897,-82.2978,civil,488,Flying W,St. Paul,Virginia,United States
19WA,45.7196,-121.886,civil,701,Key Way,Stevenson,Washington,United States
19WI,45.1952,-92.0571,civil,671,Erickson Field,Prairie Farm,Wisconsin,United States
19XS,32.2972,-97.0869,civil,762,Draggintail Acres,Maypearl,Texas,United States
1A0,35.1876,-85.1777,civil,945,Dallas Bay,Chattanooga,Tennessee,United States
1A1,42.1487,-73.751,civil,693,Green Acres,Livingston,New York,United States
1A2,47.1111,-97.2073,civil,945,Arthur,Arthur,North Dakota,United States
1A3,35.0162,-84.3463,civil,1067,Campbell,Copperhill,Tennessee,United States
1A5,35.2226,-83.419,civil,1341,Macon Co,Franklin,North Carolina,United States
1A6,36.6106,-83.7374,civil,1106,Middlesboro-Bell Co,Middlesboro,Kentucky,United States
1A7,36.3973,-85.6416,civil,1067,Jackson Co,Gainesboro,Tennessee,United States
1A8,40.578,-119.353,civil,2115,Empire,Empire,Nevada,United States
1A9,32.4388,-86.5104,civil,1066,Autauga Co,Prattville,Alabama,United States
1AK1,67.3729,-152.016,civil,686,Crevice Creek,Crevice Creek,Alaska,United States
1AK2,62.4009,-146.013,civil,354,Crosswind Lake,Crosswind Lake,Alaska,United States
1AK3,56.006,-160.561,civil,1067,Port Moller Air Force Station,Cold Bay,Alaska,United States
1AK4,60.5242,-150.752,civil,640,Rotor Air,Soldotna,Alaska,United States
1AK6,61.9792,-151.167,civil,549,Talachulitna River,Skwentna,Alaska,United States
1AK7,61.2503,-149.3,civil,518,Hardee Field,Eagle River,Alaska,United States
1AL2,33.2486,-86.5975,civil,884,Tri-L Acres,Columbiana,Alabama,United States
1AL4,30.5447,-87.5594,civil,732,Elsanor,Robertsdale,Alabama,United States
1AL5,30.6364,-87.7478,civil,396,Berry Field,Loxley,Alabama,United States
1AL8,33.6111,-86.4744,civil,610,Moore Field,Moody,Alabama,United States
1AL9,33.3478,-87.6019,water,999,Lake Tuscaloosa,Northport,Alabama,United States
1AR0,35.3987,-91.1335,civil,1247,Breckenridge,Beedeville,Arkansas,United States
1AR1,34.5272,-91.8727,civil,762,Walls,Coy,Arkansas,United States
1AR2,34.9868,-91.5503,civil,805,Taylor Airstrip,Des Arc,Arkansas,United States
1AR3,34.9732,-91.526,civil,792,Bob Norman Airstrip,Des Arc,Arkansas,United States
1AR4,36.0179,-94.0184,civil,671,Foggy River,Elkins,Arkansas,United States
1AR5,35.216,-94.3166,civil,488,Woodhull,Greenwood,Arkansas,United States
1AR6,35.5033,-92.1967,civil,792,Diamond Bluff,Greer Ferry,Arkansas,United States
1AR8,35.3257,-94.1868,civil,488,Flying W Air Park Inc,Lavaca,Arkansas,United States
1AR9,34.8139,-92,civil,762,Country Air Estates,Lonoke,Arkansas,United States
1AZ0,33.1119,-112.269,civil,1372,Mobile,Mobile,Arizona,United States
1AZ2,33.4117,-112.182,civil,732,Paradise Air Park,Tolleson,Arizona,United States
1AZ8,35.2958,-114.373,civil,792,Willow Springs Ranch,Bullhead City,Arizona,United States
1AZ9,32.5845,-110.851,civil,1295,Biosphere 2 Landing Field,Oracle,Arizona,United States
1B0,45.0084,-69.2398,civil,1402,Dexter Regl,Dexter,Maine,United States
1B1,42.2913,-73.7103,civil,1631,Columbia Co,Hudson,New York,United States
1B2,41.3585,-70.5245,civil,2835,Katama,Edgartown,Massachusetts,United States
1B3,43.6153,-73.2746,civil,631,Fair Haven Mun,Fair Haven,Vermont,United States
1B4,43.1347,-75.6489,civil,2124,Kamp,Durhamville,New York,United States
1B5,44.1959,-71.7495,civil,703,Franconia,Franconia,New Hampshire,United States
1B6,42.1065,-71.5101,civil,967,Hopedale Industrial Park,Hopedale,Massachusetts,United States
1B8,43.0501,-73.3662,civil,1311,Chaplin,Cambridge,New York,United States
1B9,42.0001,-71.1968,civil,1736,Mansfield Mun,Mansfield,Massachusetts,United States
1C1,40.449,-88.1277,civil,1039,Paxton,Paxton,Illinois,United States
1C2,41.4798,-87.9213,civil,1560,Howell-New Lenox,New Lenox,Illinois,United States
1C3,43.2542,-73.4709,civil,732,Argyle,Argyle,New York,United States
1C4,39.5737,-75.8658,water,999,Raintree Airpark,Elkton,Maryland,United States
1C5,41.696,-88.1292,civil,1025,Clow Intl,Bolingbrook,Illinois,United States
1C8,42.2917,-89.1362,civil,774,Cottonwood,Rockford,Illinois,United States
1C9,36.9533,-121.465,civil,762,Frazier Lake,Hollister,California,United States
1CA1,35.468,-119.722,civil,1707,Belridge Strip,South Belridge,California,United States
1CA4,33.8695,-114.527,civil,686,Aha-Quin,Blythe,California,United States
1CA6,32.7651,-116.723,civil,713,On The Rocks,Alpine,California,United States
1CL1,34.7941,-118.278,civil,884,Little Buttes Antique Airfield,Lancaster,California,United States
1CL2,34.9425,-118.17,civil,975,Pontious,Mojave,California,United States
1CO2,38.1625,-108.34,civil,762,Williams Ranch,Norwood,Colorado,United States
1CO3,40.7041,-104.798,civil,2438,Bellmore Farms,Nunn,Colorado,United States
1CO4,38.575,-107.959,civil,1006,Clifford Field,Olathe,Colorado,United States
1CO5,40.3889,-106.853,civil,396,Sidney Peak Ranch,Steamboat Springs,Colorado,United States
1CO7,38.5514,-105.992,civil,183,Dodsworth,Salida,Colorado,United States
1CO8,39.5292,-104.658,civil,671,Everitt,Parker,Colorado,United States
1D1,45.2305,-96.566,civil,2316,Milbank Mun,Milbank,South Dakota,United States
1D2,42.35,-83.4583,civil,779,Canton-Plymouth-Mettetal,Plymouth,Michigan,United States
1D3,43.4033,-98.8295,civil,945,Platte Mun,Platte,South Dakota,United States
1D4,40.9926,-81.4318,civil,706,Mayfield,Akron,Ohio,United States
1D5,43.0292,-75.8455,civil,841,Luther,Chittenango,New York,United States
1D6,44.7311,-94.7147,civil,1633,Hector Mun,Hector,Minnesota,United States
1D7,45.2933,-97.5137,civil,1798,The Sigurd Anderson,Webster,South Dakota,United States
1D8,44.8625,-98.5295,civil,1798,Redfield Mun,Redfield,South Dakota,United States
1.00E+02,29.4502,-103.399,civil,1433,Terlingua Ranch,Alpine,Texas,United States
1.00E+04,35.142,-101.838,civil,1128,Palo Duro,Amarillo,Texas,United States
1.00E+07,35.065,-101.879,civil,2164,Buffalo,Amarillo,Texas,United States
1.00E+08,44.3876,-75.0663,civil,671,Moores,Degrasse,New York,United States
1.00E+09,35.0653,-101.961,civil,1861,Maples,Canyon,Texas,United States
1F0,34.147,-97.1227,civil,1527,Ardmore Downtown Executive,Ardmore,Oklahoma,United States
1F1,34.0751,-97.1067,civil,762,Lake Murray State Park,Overbrook,Oklahoma,United States
1F2,43.2251,-74.1149,civil,1341,Plateau Sky Ranch,Edinburg,New York,United States
1F4,34.1404,-96.812,civil,917,Madill Mun,Madill,Oklahoma,United States
1F5,39.3694,-100.435,civil,1875,Hoxie-Sheridan Co,Hoxie,Kansas,United States
1F6,43.1167,-74.7496,civil,415,Dolgeville,Dolgeville,New York,United States
1F7,32.814,-96.3522,civil,802,Airpark East,Dallas,Texas,United States
1F9,33.1753,-97.8284,civil,1223,Bridgeport Mun,Bridgeport,Texas,United States
1FA1,28.8558,-82.5526,civil,549,Post Oak Ranch,Crystal River,Florida,United States
1FA3,26.6562,-82.1212,civil,823,Morning Star South,Fort Myers,Florida,United States
1FD0,30.7155,-85.0244,civil,701,Lawrence,Grand Ridge,Florida,United States
1FD1,29.2517,-81.0336,water,999,Halifax River,Holly Hill,Florida,United States
1FD2,30.6194,-83.304,civil,604,Bass Limited,Madison,Florida,United States
1FD4,26.4454,-81.6073,civil,1219,Schmidt Airstrip,Estero,Florida,United States
1FL0,28.1036,-81.8059,water,999,Garner Landing,Auburndale,Florida,United States
1FL3,30.0344,-82.7821,civil,792,Z Ranch,Lake City,Florida,United States
1FL5,30.3021,-85.8644,water,999,West Bay Creek,West Bay,Florida,United States
1G0,41.391,-83.6301,civil,2083,Wood Co,Bowling Green,Ohio,United States
1G1,41.3315,-82.1003,civil,929,Elyria,Elyria,Ohio,United States
1G2,44.7533,-95.556,civil,1129,Granite Falls Mun/Lenzen-Roe,Granite Falls,Minnesota,United States
1G3,41.1519,-81.4166,civil,2307,Kent State University,Kent,Ohio,United States
1G4,35.9922,-113.815,civil,1524,Grand Canyon West,Peach Springs,Arizona,United States
1G5,41.1314,-81.7649,civil,1956,Medina Mun,Medina,Ohio,United States
1G6,43.1817,-76.1278,civil,762,Michael,Cicero,New York,United States
1G8,40.4759,-80.6281,civil,691,Dew Meml,Toronto,Ohio,United States
1GA0,31.6394,-81.329,civil,1141,Eagle Neck,Shellman Bluff,Georgia,United States
1GA2,33.1773,-84.7485,civil,927,Flying N Estates,Luthersville,Georgia,United States
1GA4,32.3285,-81.7554,civil,610,Southern AG Aviation,Statesboro,Georgia,United States
1GA5,30.931,-83.3835,civil,1021,Shilo Farms,Hahira,Georgia,United States
1GA6,33.009,-84.1107,civil,549,De De,Barnesville,Georgia,United States
1GA8,31.1785,-83.2265,civil,914,South One Ten,Nashville,Georgia,United States
1GA9,33.7615,-83.6527,civil,610,Aerie,Monroe,Georgia,United States
1GE2,32.8444,-84.5439,civil,732,C & W Air Park,Woodland,Georgia,United States
1GE3,33.2539,-85.1703,civil,610,Answered Prayer,Franklin,Georgia,United States
1GE4,32.5011,-83.9333,civil,732,Beckley Farms,Fort Valley,Georgia,United States
1GE5,33.1012,-84.3935,civil,305,Flying D,Concord,Georgia,United States
1GE6,31.3724,-82.1235,civil,879,Forestry-Strip,Patterson,Georgia,United States
1GE7,33.5172,-83.4397,civil,914,Hay Field,Madison,Georgia,United States
1GE9,32.7144,-84.7181,civil,884,Bowick's Landing,Waverly Hall,Georgia,United States
1H0,38.7275,-90.5083,civil,2025,Creve Coeur,St Louis,Missouri,United States
1H1,43.2051,-76.1788,civil,1149,Airlane Enterprises,Clay,New York,United States
1H2,39.0704,-88.5335,civil,3626,Effingham Co Meml,Effingham,Illinois,United States
1H3,38.4715,-91.8153,civil,1036,Linn State Tech College,Linn,Missouri,United States
1H4,42.4167,-74.0162,civil,549,Greenville-Rainbow,Greenville,New York,United States
1H5,36.9896,-91.9541,civil,1067,Willow Springs Meml,Willow Springs,Missouri,United States
1H6,36.139,-95.825,civil,1573,Young,Tulsa,Oklahoma,United States
1H8,39.3025,-88.0041,civil,1818,Casey Mun,Casey,Illinois,United States
1I1,44.2209,-73.7913,civil,668,Marcy Field,Keene,New York,United States
1I3,39.0445,-87.0055,civil,686,Shawnee,Bloomfield,Indiana,United States
1I5,42.3643,-74.066,civil,693,Freehold,Freehold,New York,United States
1I7,39.7125,-87.4014,civil,1143,Clinton,Clinton,Indiana,United States
1I8,40.5709,-85.8917,civil,520,Converse,Converse,Indiana,United States
1I9,40.5428,-86.6817,civil,881,Delphi Mun,Delphi,Indiana,United States
1IA0,40.8972,-94.7911,civil,610,Brown Truck Sales,Corning,Iowa,United States
1IA4,41.0555,-94.3947,civil,305,Wallace Field,Creston,Iowa,United States
1IA6,40.885,-95.4853,civil,434,Aero-Lane,Randolph,Iowa,United States
1IA9,43.0677,-93.9022,civil,975,Newbrough,Britt,Iowa,United States
1II0,39.5767,-85.5878,civil,518,Webster,Homer,Indiana,United States
1II2,40.6158,-84.8348,civil,610,Adams,Geneva,Indiana,United States
1II3,38.957,-87.3942,civil,488,Davis,Carlisle,Indiana,United States
1II4,38.1251,-86.1622,civil,320,Amy,Corydon,Indiana,United States
1II5,41.2473,-86.5031,civil,579,Van De Mark,Culver,Indiana,United States
1II8,39.8142,-85.8189,civil,366,Morris,Greenfield,Indiana,United States
1IL0,40.775,-89.0011,civil,808,Barnstorm Field,El Paso,Illinois,United States
1IL1,39.2445,-89.4259,civil,640,Horsefeathers Ranch,Irving,Illinois,United States
1IL2,40.347,-89.4707,civil,402,Hobby Hideaway Rla,Delavan,Illinois,United States
1IL4,38.4187,-90.1312,civil,792,Heitman Aerdrome,Millstadt,Illinois,United States
1IL5,41.3359,-90.7882,civil,488,Goode,Buffalo Prairie,Illinois,United States
1IL6,41.8667,-89.4418,civil,427,Bally's Strip,Dixon,Illinois,United States
1IL8,40.932,-87.5959,civil,774,Loy,Donovan,Illinois,United States
1IL9,40.2997,-89.1272,civil,732,Holland Field,McLean,Illinois,United States
1IN0,40.1334,-85.2305,civil,957,Belknap-Icarus Acres,Parker City,Indiana,United States
1IN1,39.4884,-86.6531,civil,213,Shearer,Lewisville,Indiana,United States
1IN3,41.0978,-85.2425,civil,610,Kelly's Patch,Arcola,Indiana,United States
1IN4,38.1431,-85.9878,civil,274,Robinson Airpark,Elizabeth,Indiana,United States
1IN5,38.2848,-87.382,civil,671,Bottoms Brothers,Somerville,Indiana,United States
1IN6,40.4017,-87.2203,civil,762,Cottingham,Pine Village,Indiana,United States
1IN7,41.3989,-85.7014,water,999,Lake Wawasee,Syracuse,Indiana,United States
1IS0,38.5242,-89.9323,civil,402,Harold Emmerich,Belleville,Illinois,United States
1IS2,39.8964,-88.5223,civil,724,Triple Creek,Bement,Illinois,United States
1IS3,39.7278,-89.0595,civil,695,Cribbet,Blue Mound,Illinois,United States
1IS4,42.1345,-89.8246,civil,610,Swan Valley Farm,Lanark,Illinois,United States
1IS5,41.6531,-89.0015,civil,488,Walder's Farm,Paw Paw,Illinois,United States
1J0,30.8458,-85.6014,civil,1222,Tri Co,Bonifay,Florida,United States
1J6,29.1044,-81.3137,civil,1006,Lee,De Land,Florida,United States
1J9,30.4063,-86.8291,civil,701,Ft Walton Beach,Navarre,Florida,United States
1K0,44.3681,-75.4024,civil,768,Hendricks,Gouverneur,New York,United States
1K1,37.7779,-97.1135,civil,797,Benton,Benton,Kansas,United States
1K2,34.8501,-97.5864,civil,914,Lindsay Mun,Lindsay,Oklahoma,United States
1K3,37.5606,-97.2337,civil,762,Hamilton,Derby,Kansas,United States
1K4,35.1551,-97.4704,civil,1467,Perry,Goldsby,Oklahoma,United States
1K5,36.5667,-98.8523,civil,1067,Waynoka Mun,Waynoka,Oklahoma,United States
1K6,38.3733,-98.5951,civil,1433,Ellinwood Mun,Ellinwood,Kansas,United States
1K7,37.5792,-95.8378,civil,1396,Fredonia,Fredonia,Kansas,United States
1K8,36.5417,-95.0211,civil,899,Craig Co South Grand Lake,Ketchum,Oklahoma,United States
1K9,37.4542,-100.992,civil,991,Satanta Mun,Satanta,Kansas,United States
1KC,64.4244,-156.843,civil,1219,Kalakaket Creek AS,Kalakaket Creek,Alaska,United States
1KS0,38.1695,-97.9712,civil,823,Huey,Hutchinson,Kansas,United States
1KS1,38.4589,-95.2261,civil,610,Cochran,Richmond,Kansas,United States
1KS2,39.314,-95.0716,civil,457,Risky,Easton,Kansas,United States
1KS3,39.3042,-96.7586,civil,640,Leo's Place,Riley,Kansas,United States
1KS5,39.1625,-96.0964,civil,671,Keyser,St Marys,Kansas,United States
1KS6,38.8667,-97.5364,civil,762,Silers Plane Valley,Salina,Kansas,United States
1KS7,37.6736,-101.017,civil,1067,Hitch Feeders Ii Inc.,Satanta,Kansas,United States
1KS8,38.5153,-100.995,civil,1524,Buehler,Scott City,Kansas,United States
1KS9,39.0456,-94.949,civil,457,Huff,Bonner Springs,Kansas,United States
1KY7,37.8325,-84.1808,civil,610,Jordan Hill Farm,Richmond,Kentucky,United States
1KY8,39.0819,-84.7569,civil,549,Ty Combs Field,Hebron,Kentucky,United States
1KY9,38.0206,-85.8458,civil,457,Knob Creek,Shepherdsville,Kentucky,United States
1L0,30.087,-90.5826,civil,1222,St John The Baptist Parish,Reserve,Louisiana,United States
1L1,37.7875,-114.422,civil,1408,Lincoln Co,Panaca,Nevada,United States
1L3,35.4444,-114.909,civil,1536,Searchlight,Searchlight,Nevada,United States
1L4,35.3055,-114.883,civil,1262,Kidwell,Cal Nev Ari,Nevada,United States
1L7,37.7453,-111.57,civil,1524,Escalante Mun,Escalante,Utah,United States
1L8,37.1389,-113.306,civil,1039,Hurricane,Hurricane,Utah,United States
1L9,37.8597,-112.816,civil,1524,Parowan,Parowan,Utah,United States
1LA0,30.0169,-92.5279,civil,853,Ken Guidry Nr 2,Gueydan,Louisiana,United States
1LA1,29.9835,-90.4348,civil,1219,Triche Field,Hahnville,Louisiana,United States
1LA3,30.0308,-92.8335,civil,1219,Goose Island,Hayes,Louisiana,United States
1LA4,29.1058,-90.1909,water,999,Bayou Fourchon,Leeville,Louisiana,United States
1LA5,30.7992,-92.0597,civil,579,Morrow Strip,Morrow,Louisiana,United States
1LL0,41.3292,-88.6001,civil,418,Boondox Field,Seneca,Illinois,United States
1LL2,41.3006,-88.6356,civil,853,Spring Brook,Seneca,Illinois,United States
1LL3,39.8167,-91.0335,civil,518,Dale A. Klassing,Liberty,Illinois,United States
1LL4,39.1834,-89.7001,civil,701,Sies Landing Area,Litchfield,Illinois,United States
1LL5,39.6598,-89.8876,civil,792,Park,Loami,Illinois,United States
1LL6,42.2281,-89.7382,civil,503,Janssen,Shannon,Illinois,United States
1LL7,41.3498,-89.7732,civil,610,Edwin G. Bennett,Sheffield,Illinois,United States
1LL8,40.7889,-87.5584,civil,598,Zoomer Field,Sheldon,Illinois,United States
1LS5,29.8033,-93.3346,civil,725,Cameron Airstrip,Cameron,Louisiana,United States
1LS8,31.6821,-91.4987,civil,1524,Summerell,Ferriday,Louisiana,United States
1M1,34.8339,-92.2579,civil,2278,North Little Rock Mun,North Little Rock,Arkansas,United States
1M2,33.1452,-90.5153,civil,915,Belzoni Mun,Belzoni,Mississippi,United States
1M3,34.9779,-86.8847,civil,823,Ardmore,Ardmore,Alabama,United States
1M4,34.2803,-87.6004,civil,1520,Posey,Haleyville,Alabama,United States
1M5,36.5929,-86.4769,civil,1526,Portland Mun,Portland,Tennessee,United States
1M6,36.8028,-87.1764,civil,893,Standard,Elkton,Kentucky,United States
1M7,36.5259,-88.9156,civil,823,Fulton,Fulton,Kentucky,United States
1M8,41.839,-71.0259,civil,655,Myricks,Berkley,Massachusetts,United States
1M9,36.8189,-87.9089,civil,1463,Lake Barkley State Park,Cadiz,Kentucky,United States
1MA5,42.279,-71.5478,civil,427,Unknown Field,Southborough,Massachusetts,United States
1MD1,38.569,-76.2863,civil,488,Big Oak Farm,Cambridge,Maryland,United States
1MD3,39.309,-75.9877,civil,549,Krastel Farms,Kennedyville,Maryland,United States
1MD8,39.6829,-77.0972,civil,579,Mayberry Run,Westminster/Silver Run,Maryland,United States
1MI0,46.0686,-83.7242,water,999,Ashman Island,Drummond Island,Michigan,United States
1MI1,46.7027,-88.9974,civil,610,Nikkila Farms,Mass,Michigan,United States
1MI3,45.1958,-84.3217,civil,1189,Black River Ranch,Onaway,Michigan,United States
1MI4,45.8389,-87.3224,civil,533,Ramsy Farm,Perronville,Michigan,United States
1MI5,42.6031,-83.8597,civil,747,Mckenzie's Landing,Howell,Michigan,United States
1MI6,46.3778,-84.3111,civil,1189,Rosedale,Sault Ste Marie,Michigan,United States
1MI7,44.3167,-84.0667,civil,549,Thompson,Selkirk,Michigan,United States
1MI8,44.8467,-83.6369,civil,1341,Vlachos Acres,Hubbard,Michigan,United States
1MI9,46.4722,-87.3501,civil,351,Southfork,Marquette,Michigan,United States
1MN0,46.0436,-96.5462,civil,792,Wetherbee Farm,Tenney,Minnesota,United States
1MN1,45.9733,-96.5642,civil,792,Beyer,Tenney,Minnesota,United States
1MN2,45.9382,-94.7607,civil,503,Hay Acres,Akiey,Minnesota,United States
1MN4,46.6222,-95.8364,water,999,Krueger Loon Lake,Vergas,Minnesota,United States
1MN5,44.8436,-93.74,civil,823,Molnau Airpark,Waconia,Minnesota,United States
1MN8,44.5258,-93.3269,civil,853,Sky Harbor Residential Airpark,Webster,Minnesota,United States
1MO,37.1207,-92.3112,civil,1092,Mountain Grove Meml,Mountain Grove,Missouri,United States
1MO2,38.5495,-94.4766,civil,640,Hart,Freeman,Missouri,United States
1MO3,39.9333,-94.0738,civil,975,Lake Viking,Gallatin,Missouri,United States
1MO4,39.8917,-93.8641,civil,732,Longwood Mfg Corp,Gallatin,Missouri,United States
1MO6,36.8362,-90.7223,civil,1524,Double S Ranch,Grandin,Missouri,United States
1MO7,40.3639,-91.9752,civil,488,Hines,Gorin,Missouri,United States
1MO8,38.2528,-92.803,civil,805,Sherlock Field,Gravois Mills,Missouri,United States
1MO9,37.4792,-93.8516,civil,914,Eagle's Point & Red Barn Village Arpk,Greenfield,Missouri,United States
1MS0,33.5998,-90.7812,civil,1128,Tapley,Shaw,Mississippi,United States
1MS2,32.9418,-89.9306,civil,732,Peterson,Goodman,Mississippi,United States
1MS6,34.7973,-89.9131,civil,914,Eagles Ridge,Hernando,Mississippi,United States
1MS8,32.9401,-88.5792,military,1920,Columbus AFB Aux Field,Shuqualak,Mississippi,United States
1MS9,31.0118,-90.9682,civil,838,Piker-Too,Centreville,Mississippi,United States
1MT0,45.0674,-111.297,civil,1219,Nine Quarter Circle Ranch,Gallatin Gateway,Montana,United States
1MT2,45.9431,-108.549,civil,305,Skyrider,Billings,Montana,United States
1MT3,46.5581,-112.412,civil,549,Wood Strip,Elliston,Montana,United States
1MT4,46.6885,-111.871,civil,402,Davis,Helena,Montana,United States
1MT6,46.3569,-113.51,civil,334,Bobcat Fld,Philipsburg,Montana,United States
1MT7,47.4211,-111.159,civil,945,Prill Field,Sand Coulee,Montana,United States
1MU0,37.1667,-93.5627,civil,803,Medcalf Field,Republic,Missouri,United States
1MU1,36.6667,-93.1543,water,999,Lake Taney Como,Rockaway Beach,Missouri,United States
1MU2,39.4439,-94.6641,civil,427,K-Farm,Ridgely,Missouri,United States
1MU4,38.6517,-93.7788,civil,792,Short Air,Warrensburg,Missouri,United States
1MU6,40.1108,-94.9689,civil,732,Simerly,Fillmore,Missouri,United States
1MU7,37.4653,-89.612,civil,305,Mooseberry,Jackson,Missouri,United States
1MU8,39.5542,-94.9986,civil,610,Church's Landing,Rushville,Missouri,United States
1N1,35.0945,-106.167,civil,1609,Sandia Airpark Estates East,Edgewood,New Mexico,United States
1N2,40.8279,-72.7487,civil,671,Spadaro,East Moriches,New York,United States
1N3,40.9715,-78.2429,civil,1021,Albert,Philipsburg,Pennsylvania,United States
1N4,39.2192,-74.7948,civil,1944,Woodbine Mun,Woodbine,New Jersey,United States
1N5,38.4126,-75.6102,civil,1661,Bennett,Salisbury,Maryland,United States
1N7,40.9712,-74.9975,civil,779,Blairstown,Blairstown,New Jersey,United States
1N9,40.5703,-75.4883,civil,2160,Allentown-Queen City Mun,Allentown,Pennsylvania,United States
1NA0,48.7322,-97.8895,civil,792,Bohn Airstrip,Mountain,North Dakota,United States
